case_id,conversation_id,customer_problem,conversation,amazon_responses,resolution,intent,resolution_quality,turn_count
C017832,1567520,"If your delivery driver [USER_ID] continues to just post “we missed you” cards to avoid ringing the doorbell, I’ll stop using you.","AmazonHelp: [USER_ID] I'm sorry about this, Jonathan! Please phone us here: [URL] to report this. ^LB
Customer: If your delivery driver [USER_ID] continues to just post “we missed you” cards to avoid ringing the doorbell, I’ll stop using you.","[USER_ID] I'm sorry about this, Jonathan! Please phone us here: [URL] to report this. ^LB",Acknowledged the issue and apologized.,general_inquiry,weak,2
C008898,129685,"@AmazonHelp I’ve been trying to contact but they were unable to help me, Please do the needful 🙏🏻
@AmazonHelp i had ordered my order amazon on 29th october 2017, order Number [PHONE]-9190706) not yet received &amp; not yet refunded.. please help","AmazonHelp: [USER_ID] I'm sorry for the delay, please get in touch with our customer service team and we'll be glad to help you. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. ^SI
Customer: @AmazonHelp I’ve been trying to contact but they were unable to help me, Please do the needful 🙏🏻
AmazonHelp: [USER_ID] Apologies for the delay in receiving the refund. We’d like to take a closer look at this issue &amp; help you, please share your details here: [URL] and we'll get this sorted at the earliest. ^SC
Customer: @AmazonHelp i had ordered my order amazon on 29th october 2017, order Number [PHONE]-9190706) not yet received &amp; not yet refunded.. please help","[USER_ID] I'm sorry for the delay, please get in touch with our customer service team and we'll be glad to help you. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. ^SI
[USER_ID] Apologies for the delay in receiving the refund. We’d like to take a closer look at this issue &amp; help you, please share your details here: [URL] and we'll get this sorted at the earliest. ^SC",Acknowledged the issue and apologized. Processed or initiated refund.,refund_issue,strong,4
C005205,1188103,"@AmazonHelp my replacement vinyl has the same issue as the initial one i ordered, do you guys actually know how to treat vinyls","AmazonHelp: [USER_ID] Hello! I'm really sorry this has happened again. Please contact us via phone/chat here: [URL] ^AJ
Customer: @AmazonHelp my replacement vinyl has the same issue as the initial one i ordered, do you guys actually know how to treat vinyls",[USER_ID] Hello! I'm really sorry this has happened again. Please contact us via phone/chat here: [URL] ^AJ,Directed customer to contact support.,general_inquiry,medium,2
C041208,2524336,"@AmazonHelp While I appreciate the security, you guys locked me out of my account because I added a new payment card and bought gift cards with it. Ugh. It's me!!","AmazonHelp: [USER_ID] I am sorry you were locked out. Please reach out to us here: [URL].
We'd like to help anyway we can. ^CC
Customer: @AmazonHelp While I appreciate the security, you guys locked me out of my account because I added a new payment card and bought gift cards with it. Ugh. It's me!!","[USER_ID] I am sorry you were locked out. Please reach out to us here: [URL].
We'd like to help anyway we can. ^CC",Acknowledged the issue and apologized. Provided support guidance.,payment_issue,weak,2
C067220,524913,"@AmazonHelp i have already contacted the customer care via call its not helping and saying to reorder the same product as fuck!!!! when i will get my order??? Order ID :- #[PHONE]-4528313 its been 3days and still not Dispatched sort this out!!!
@AmazonHelp yes i have already cancelled 2 orders because that were not Dispatched till 5-6 Days And Now I Ordered This New On Debit Card Payment for fast delivery but i getting same problem..  not dispatching from 3 days😡😡
@AmazonHelp i just want to know about my latest order!!! when will it be Dispatched!!!
@AmazonHelp i just want the time!!! when it will be Dispatched???????????😡😡😡😡😡😡😡😡😡😡😡😡😡
my orders are not getting dispatched on 5-6 days wtf is the issue? i have reordered 3 times now [USER_ID]","AmazonHelp: [USER_ID] Apologies for the trouble with the delivery of your product. Could you confirm if you've reached out to our support team here: [URL] yet? If not, please do and we'll get this sorted for you. ^PB
Customer: @AmazonHelp i have already contacted the customer care via call its not helping and saying to reorder the same product as fuck!!!! when i will get my order??? Order ID :- #[PHONE]-4528313 its been 3days and still not Dispatched sort this out!!!
AmazonHelp: [USER_ID] I understand your concern is regarding order not being dispatched. All the packages are shipped on time so that it reaches you by estimated delivery date. Could you confirm if we happened to miss the mentioned time frame? ^SP
Customer: @AmazonHelp yes i have already cancelled 2 orders because that were not Dispatched till 5-6 Days And Now I Ordered This New On Debit Card Payment for fast delivery but i getting same problem..  not dispatching from 3 days😡😡
AmazonHelp: [USER_ID] That's uncertain! Apologies for the hassle with your order. We deliver order by the estimated date. If we missed out of that, please contact your support team here: [URL] and we will help you. ^BS
Customer: @AmazonHelp i just want to know about my latest order!!! when will it be Dispatched!!!
AmazonHelp: [USER_ID] I get your concern regarding an order placed. A correspondence email will be sent updating the status of the order and will be delivered by the estimated date. Please keep us posted for any further assistance. ^BS
Customer: @AmazonHelp i just want the time!!! when it will be Dispatched???????????😡😡😡😡😡😡😡😡😡😡😡😡😡
AmazonHelp: [USER_ID] We dispatch and deliver the orders as per the estimates provided. Kindly wait for the same. ^AP
Customer: my orders are not getting dispatched on 5-6 days wtf is the issue? i have reordered 3 times now [USER_ID]","[USER_ID] Apologies for the trouble with the delivery of your product. Could you confirm if you've reached out to our support team here: [URL] yet? If not, please do and we'll get this sorted for you. ^PB
[USER_ID] I understand your concern is regarding order not being dispatched. All the packages are shipped on time so that it reaches you by estimated delivery date. Could you confirm if we happened to miss the mentioned time frame? ^SP
[USER_ID] That's uncertain! Apologies for the hassle with your order. We deliver order by the estimated date. If we missed out of that, please contact your support team here: [URL] and we will help you. ^BS
[USER_ID] I get your concern regarding an order placed. A correspondence email will be sent updating the status of the order and will be delivered by the estimated date. Please keep us posted for any further assistance. ^BS
[USER_ID] We dispatch and deliver the orders as per the estimates provided. Kindly wait for the same. ^AP",Provided support link. Provided support guidance. Directed customer to contact support.,late_delivery,strong,10
C002437,1094277,"@AmazonHelp Cupons de desconto e fretes gratis
@AmazonHelp Sim. Inclusive eu poderia ganhar mais um né😉
Amo demais a empresa [USER_ID]","AmazonHelp: [USER_ID] Mr. keating, conta para a gente o motivo desse amor! 😍😊☺️😘💖💟 ^VM
Customer: @AmazonHelp Cupons de desconto e fretes gratis
AmazonHelp: [USER_ID] São maravilhosos mesmo! ❤ ^DA
Customer: @AmazonHelp Sim. Inclusive eu poderia ganhar mais um né😉
Customer: Amo demais a empresa [USER_ID]","[USER_ID] Mr. keating, conta para a gente o motivo desse amor! 😍😊☺️😘💖💟 ^VM
[USER_ID] São maravilhosos mesmo! ❤ ^DA",Provided support guidance.,general_inquiry,weak,5
C005928,1209100,"@AmazonHelp I-parcel but they direct me to fast way courriers. Ordered off Amazon UK. I was told last week it would arrive in 24 hours.
@AmazonHelp I did 4 separate times. Keep getting the same ""we have contacted them and it will arrive in 24/48 hours"". Nobody seems to care.
@AmazonHelp paid extra for 2 day delivery and have been getting this for the past week. [URL]","AmazonHelp: [USER_ID] What carrier is your order with James? ^KM
Customer: @AmazonHelp I-parcel but they direct me to fast way courriers. Ordered off Amazon UK. I was told last week it would arrive in 24 hours.
AmazonHelp: [USER_ID] I would advise reaching out to us here so we can look into this for you James  [URL] ^KM
Customer: @AmazonHelp I did 4 separate times. Keep getting the same ""we have contacted them and it will arrive in 24/48 hours"". Nobody seems to care.
Customer: @AmazonHelp paid extra for 2 day delivery and have been getting this for the past week. [URL]","[USER_ID] What carrier is your order with James? ^KM
[USER_ID] I would advise reaching out to us here so we can look into this for you James  [URL] ^KM",Provided support guidance. Provided support link.,general_inquiry,weak,5
C056080,2938236,"@AmazonHelp Este es el enlace del producto: [URL]
@AmazonHelp Gracias, solo me aparece la opción de devolver el producto completo. ¿Cómo puedo contactar con vosotros para que me enviéis el mismo producto pero con el cable de corriente europeo?
[USER_ID] he comprado producto y me viene con enchufe de UK y no de Europa. ¿como puedo preguntaros por la web si me enviáis el adaptador correcto o tengo que hacer una devolución? El producto tarda en llegar y me corría cierta prisa tenerlo.","AmazonHelp: [USER_ID] Lamentamos este inconveniente. ¿Podrías brindarnos el enlace del producto que has comprado? ^AZ
Customer: @AmazonHelp Este es el enlace del producto: [URL]
AmazonHelp: [USER_ID] Gracias por la información. En este caso puedes verificar las opciones disponibles desde nuestro centro de devoluciones online. [URL]
^DB
Customer: @AmazonHelp Gracias, solo me aparece la opción de devolver el producto completo. ¿Cómo puedo contactar con vosotros para que me enviéis el mismo producto pero con el cable de corriente europeo?
AmazonHelp: [USER_ID] En este caso puedes entrar en contacto con nuestros compañeros de servicio al cliente en el siguiente enlace: [URL]. ^NP
Customer: [USER_ID] he comprado producto y me viene con enchufe de UK y no de Europa. ¿como puedo preguntaros por la web si me enviáis el adaptador correcto o tengo que hacer una devolución? El producto tarda en llegar y me corría cierta prisa tenerlo.","[USER_ID] Lamentamos este inconveniente. ¿Podrías brindarnos el enlace del producto que has comprado? ^AZ
[USER_ID] Gracias por la información. En este caso puedes verificar las opciones disponibles desde nuestro centro de devoluciones online. [URL]
^DB
[USER_ID] En este caso puedes entrar en contacto con nuestros compañeros de servicio al cliente en el siguiente enlace: [URL]. ^NP",Provided support guidance. Provided support link.,general_inquiry,strong,6
C026458,1950055,"@AmazonHelp Can you look into my order to see when it might ship?
@AmazonHelp Is Tanya’s Christmas on back Order? It releases Thursday but not shipping yet","AmazonHelp: [USER_ID] We are here to help, Kyle! It is not uncommon for orders to be shipped and delivered on the same day. Keep us updated! ^HM
Customer: @AmazonHelp Can you look into my order to see when it might ship?
AmazonHelp: [USER_ID] Hi Kyle! Orders can ship from the time they're placed up until delivery. You'll be notified via e-mail once your order ships. ^DG
Customer: @AmazonHelp Is Tanya’s Christmas on back Order? It releases Thursday but not shipping yet","[USER_ID] We are here to help, Kyle! It is not uncommon for orders to be shipped and delivered on the same day. Keep us updated! ^HM
[USER_ID] Hi Kyle! Orders can ship from the time they're placed up until delivery. You'll be notified via e-mail once your order ships. ^DG",Provided support guidance.,general_inquiry,medium,4
C017715,1564965,"@AmazonHelp Every time I call they say my redelelvery is being processed
@AmazonHelp No because I scheduled for redelievery and ups said it hasn’t been processed yet but that was on Tuesday
[USER_ID] hi I still I haven’t gotten my order it was supposed to be delivered on Tuesday","AmazonHelp: [USER_ID] Have you been able to UPS and see what may be causing the delay in processing the redelivery request? ^ZW
Customer: @AmazonHelp Every time I call they say my redelelvery is being processed
Customer: @AmazonHelp No because I scheduled for redelievery and ups said it hasn’t been processed yet but that was on Tuesday
AmazonHelp: [USER_ID] Oh no! I'm sorry your order's late! Has the tracking been updated here: [URL] ? ^LB
Customer: [USER_ID] hi I still I haven’t gotten my order it was supposed to be delivered on Tuesday","[USER_ID] Have you been able to UPS and see what may be causing the delay in processing the redelivery request? ^ZW
[USER_ID] Oh no! I'm sorry your order's late! Has the tracking been updated here: [URL] ? ^LB",Provided support guidance. Acknowledged the issue and apologized.,general_inquiry,strong,5
C025942,1899850,@AmazonHelp who do I contact about my parcel that's been out for delivery for a week?,"AmazonHelp: [USER_ID] I'm so sorry your parcel hasn't arrived, Rose! Which courier is it with: [URL]? ^WJ
Customer: @AmazonHelp who do I contact about my parcel that's been out for delivery for a week?","[USER_ID] I'm so sorry your parcel hasn't arrived, Rose! Which courier is it with: [URL]? ^WJ",Acknowledged the issue and apologized.,general_inquiry,weak,2
C002040,1079072,Why is [USER_ID] 2-day shipping always more like 4-day shipping? #amazonprime #FirstWorldProblems,"AmazonHelp: [USER_ID] Two-Day Shipping refers to business days in transit once items depart from us. Have we missed the promised delivery date? ^DW
Customer: Why is [USER_ID] 2-day shipping always more like 4-day shipping? #amazonprime #FirstWorldProblems",[USER_ID] Two-Day Shipping refers to business days in transit once items depart from us. Have we missed the promised delivery date? ^DW,Provided support guidance.,general_inquiry,weak,2
C072942,710633,"@AmazonHelp they said I'd get a refund. By I want a refund and my jersey since it's been so long
Hey [USER_ID] I was just on the phone with 3 different people none of whom understood what I was saying AND you guys arent giving me my jersey","AmazonHelp: [USER_ID] I apologize for the frustrating experience, Billy. Could you tell us if our phone support set any expectations? ^MJ
Customer: @AmazonHelp they said I'd get a refund. By I want a refund and my jersey since it's been so long
Customer: Hey [USER_ID] I was just on the phone with 3 different people none of whom understood what I was saying AND you guys arent giving me my jersey","[USER_ID] I apologize for the frustrating experience, Billy. Could you tell us if our phone support set any expectations? ^MJ",Acknowledged the issue and apologized.,refund_issue,weak,3
C055207,2919907,"@AmazonHelp Sí ya lo leí, gracias pero de momento la que está sin dinero por culpa según [USER_ID] es del banco [USER_ID] y abanca dice que son ellos que a veces dan orden 2 veces. Pero por de pronto me falta mi dinero y el celular ya está pagado.
Yo disfruté comprando un móvil en [USER_ID] que me cargasteis 2 veces. Sigo esperando la devolución. No vuelvo a comprar nada con la maldita tarjeta [USER_ID] [USER_ID] [URL]","AmazonHelp: [USER_ID] Hola Ana. Puede que se trate de una autorización. Por favor accesa este enlace: [URL]   ^JJ
Customer: @AmazonHelp Sí ya lo leí, gracias pero de momento la que está sin dinero por culpa según [USER_ID] es del banco [USER_ID] y abanca dice que son ellos que a veces dan orden 2 veces. Pero por de pronto me falta mi dinero y el celular ya está pagado.
AmazonHelp: [USER_ID] Ana, en este caso te sugiero entrar en contacto con el banco para verificar la información sobre el cobro duplicado. Por favor nos mantienes informados del caso. ^NB
Customer: Yo disfruté comprando un móvil en [USER_ID] que me cargasteis 2 veces. Sigo esperando la devolución. No vuelvo a comprar nada con la maldita tarjeta [USER_ID] [USER_ID] [URL]","[USER_ID] Hola Ana. Puede que se trate de una autorización. Por favor accesa este enlace: [URL]   ^JJ
[USER_ID] Ana, en este caso te sugiero entrar en contacto con el banco para verificar la información sobre el cobro duplicado. Por favor nos mantienes informados del caso. ^NB",Provided support link. Provided support guidance.,general_inquiry,strong,4
C052420,2852202,"@AmazonHelp J'viens d'envoyer a votre support :)
[USER_ID] Possible de DM?","AmazonHelp: [USER_ID] Entendu :)
Customer: @AmazonHelp J'viens d'envoyer a votre support :)
AmazonHelp: [USER_ID] Bonsoir, veuillez initier la conversation en DM. ^BR
Customer: [USER_ID] Possible de DM?","[USER_ID] Entendu :)
[USER_ID] Bonsoir, veuillez initier la conversation en DM. ^BR",Provided support guidance.,general_inquiry,medium,4
C044728,2630034,"@AmazonHelp dear Team,
i had a chat with your customer representative Tenzin, I am good with the status &amp; term &amp; conditons.. I understand why I did not got refunds.
[USER_ID] I loaded 2500 into pay balace &amp; paid for 15% offer, its clear in my balance sheet but executives are denying it, 
are they trained to make customers fool ?
[USER_ID] I dont get the logic of how one can pay with amazon balance if he do not load money ? one agent says I'll get refund, one says you won't, you owe me exactly 375 Rs
[USER_ID] @AmazonHelp [USER_ID] ... can you see this ?
and your executive is saying that I paid 2500 via net banking. [URL]","AmazonHelp: [USER_ID] I'm sorry to hear about the cash back issues. We'd like to take a closer look on this and help. Please share your details here: [URL] and let us know. We'll check and reach out to you with an update. ^VN
Customer: @AmazonHelp dear Team,
i had a chat with your customer representative Tenzin, I am good with the status &amp; term &amp; conditons.. I understand why I did not got refunds.
Customer: [USER_ID] I loaded 2500 into pay balace &amp; paid for 15% offer, its clear in my balance sheet but executives are denying it, 
are they trained to make customers fool ?
Customer: [USER_ID] I dont get the logic of how one can pay with amazon balance if he do not load money ? one agent says I'll get refund, one says you won't, you owe me exactly 375 Rs
AmazonHelp: [USER_ID] That's strange. Allow us to sort this for you. Please share your details in the link provided earlier and we'll reach out to you. Further, please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN
Customer: [USER_ID] @AmazonHelp [USER_ID] ... can you see this ?
and your executive is saying that I paid 2500 via net banking. [URL]","[USER_ID] I'm sorry to hear about the cash back issues. We'd like to take a closer look on this and help. Please share your details here: [URL] and let us know. We'll check and reach out to you with an update. ^VN
[USER_ID] That's strange. Allow us to sort this for you. Please share your details in the link provided earlier and we'll reach out to you. Further, please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN",Acknowledged the issue and apologized. Provided support link.,refund_issue,strong,6
C055414,2925534,"Oye, [USER_ID]: ¿Tienen ""El Orgien"" en su plataforma de video on demand? No la encuentro en ningún lado. 😂 [URL]","AmazonHelp: [USER_ID] ¡Hola! Gracias por informarnos sobre el error, lo notificaremos al equipo encargado. ¡Saludos! ^CR
Customer: Oye, [USER_ID]: ¿Tienen ""El Orgien"" en su plataforma de video on demand? No la encuentro en ningún lado. 😂 [URL]","[USER_ID] ¡Hola! Gracias por informarnos sobre el error, lo notificaremos al equipo encargado. ¡Saludos! ^CR",Provided support guidance.,general_inquiry,weak,2
C051983,2841795,"@AmazonHelp It's the Spot - [URL] - I'm sure this is a popular question.
@AmazonHelp when I go to checkout for the Spot - and I go to 1 business day shipping - it says est. delivery January 3. Should I go by this? or if I order one today should I expect it by say...the 23rd?","AmazonHelp: [USER_ID] When we give an estimate for shipping at time of pre-order, it is the best available at the time. It may change closer to the date. ^BD
Customer: @AmazonHelp It's the Spot - [URL] - I'm sure this is a popular question.
AmazonHelp: [USER_ID] Is the item currently in stock? Can you send us a link so we can look at the specific item? Thank you. ^BD
Customer: @AmazonHelp when I go to checkout for the Spot - and I go to 1 business day shipping - it says est. delivery January 3. Should I go by this? or if I order one today should I expect it by say...the 23rd?","[USER_ID] When we give an estimate for shipping at time of pre-order, it is the best available at the time. It may change closer to the date. ^BD
[USER_ID] Is the item currently in stock? Can you send us a link so we can look at the specific item? Thank you. ^BD",Provided support guidance. Provided support link.,general_inquiry,medium,4
C019524,162171,@AmazonHelp Would like to make a complaint regarding a delivery due today that suddenly is showing as being delivered on Monday with no update or explanation... Now going to cost me customers because its not going to arrive in time.,"AmazonHelp: [USER_ID] I'm sorry you haven't received your order! Have you had a chance to reach out to our Customer Support team for more insight: [URL]? ^ME
Customer: @AmazonHelp Would like to make a complaint regarding a delivery due today that suddenly is showing as being delivered on Monday with no update or explanation... Now going to cost me customers because its not going to arrive in time.",[USER_ID] I'm sorry you haven't received your order! Have you had a chance to reach out to our Customer Support team for more insight: [URL]? ^ME,Acknowledged the issue and apologized.,general_inquiry,weak,2
C051213,2824715,"@AmazonHelp ありがとうございます。解決しました！！m(_　_)m
T.M.G便って何…？？見たことない不在伝票でアマゾンからの荷物って書いてるけど、何も買ってないんだけど(;´･ω･)誰かから何か、送ってもらったのかしら。","AmazonHelp: [USER_ID] 突然失礼いたします、公式サポートです。ご家族の方の注文ではないか、また、第三者からの贈り物ではないかどうかご確認ください。お心当たりがない場合は、お調べした上でご案内いたしますので、リンクよりカスタマーサービスにお問い合わせください。[URL] TN
Customer: @AmazonHelp ありがとうございます。解決しました！！m(_　_)m
AmazonHelp: [USER_ID] 解決されたとのことで安心いたしました。今後も[URL]。TN
Customer: T.M.G便って何…？？見たことない不在伝票でアマゾンからの荷物って書いてるけど、何も買ってないんだけど(;´･ω･)誰かから何か、送ってもらったのかしら。","[USER_ID] 突然失礼いたします、公式サポートです。ご家族の方の注文ではないか、また、第三者からの贈り物ではないかどうかご確認ください。お心当たりがない場合は、お調べした上でご案内いたしますので、リンクよりカスタマーサービスにお問い合わせください。[URL] TN
[USER_ID] 解決されたとのことで安心いたしました。今後も[URL]。TN",Provided support link.,general_inquiry,weak,4
C056676,2952265,"@AmazonHelp If you scroll all the way down you can see the small notification that it may indicate what's inside. Never had an Amazon shipment not come in an Amazon box so didn't think I'd have to worry about it. Wife found her Xmas gift delivered this morning in original packaging.
@AmazonHelp It doesn't, the surprise was already ruined.
[USER_ID] Xmas surprise ruined as the item shipped in its original packaging and not in an Amazon box. It should just be default to ship in an Amazon box. Especially around Christmas time.","AmazonHelp: [USER_ID] Thanks for reaching out to us! We'd like to look into this with you. When you have the time, could you provide us with a link to the product in question? ^TK
Customer: @AmazonHelp If you scroll all the way down you can see the small notification that it may indicate what's inside. Never had an Amazon shipment not come in an Amazon box so didn't think I'd have to worry about it. Wife found her Xmas gift delivered this morning in original packaging.
AmazonHelp: [USER_ID] We definitely don't want to ruin surprises and gifts! If you take a look here: [URL] , you will find out more about our gift options. I hope this helps! ^FR
Customer: @AmazonHelp It doesn't, the surprise was already ruined.
Customer: [USER_ID] Xmas surprise ruined as the item shipped in its original packaging and not in an Amazon box. It should just be default to ship in an Amazon box. Especially around Christmas time.","[USER_ID] Thanks for reaching out to us! We'd like to look into this with you. When you have the time, could you provide us with a link to the product in question? ^TK
[USER_ID] We definitely don't want to ruin surprises and gifts! If you take a look here: [URL] , you will find out more about our gift options. I hope this helps! ^FR",Provided support link.,general_inquiry,medium,5
C049019,2769063,Great service from [USER_ID] ☺ Got my delivery a day early than expected,"AmazonHelp: [USER_ID] So glad we could make your day! 😁 ^MW
Customer: Great service from [USER_ID] ☺ Got my delivery a day early than expected",[USER_ID] So glad we could make your day! 😁 ^MW,Provided support guidance.,general_inquiry,weak,2
C072443,693823,He comprado: 'Evangelion. 3 Blu-ray Pack (1.11 + 2.22 + 3.33) [Blu-ray]' Blu-ray ~ Personajes... via [USER_ID] [URL],"AmazonHelp: [USER_ID] Hola Carlos, nos alegra que lo compraste. ¿Estás emocionado por recibirlo? ❤️🤔^FZ [URL]
Customer: He comprado: 'Evangelion. 3 Blu-ray Pack (1.11 + 2.22 + 3.33) [Blu-ray]' Blu-ray ~ Personajes... via [USER_ID] [URL]","[USER_ID] Hola Carlos, nos alegra que lo compraste. ¿Estás emocionado por recibirlo? ❤️🤔^FZ [URL]",Provided support link.,general_inquiry,weak,2
C033070,2290140,"@AmazonHelp ついさっき届いたばかりでまだ配達中になっててそこから選択出来ないのでカスタマーサービスにて送ります
は？
あのー、amazonからシリアルATA3ケーブル頼んだんだけどこれは詐欺ですか？
届いたのは、シリアルATAケーブル2でしかも、悪どいことに3Gbps対応の上から6Gbps対応のシールを貼るというあからさまな詐欺
こっちが素人だとでも思ってるのか？在庫処分のためにやったのか？
これは酷すぎる [URL]","AmazonHelp: [USER_ID] 異なる商品をお届けし、ご迷惑をおかけしております。返品を承らせていただきます。お手数ですが、こちらのヘルプページをご参照下さい。 [URL] EK
Customer: @AmazonHelp ついさっき届いたばかりでまだ配達中になっててそこから選択出来ないのでカスタマーサービスにて送ります
AmazonHelp: [USER_ID] さようでございましたか。お手数ならびにご迷惑をおかけし、誠に申し訳ございません。
その他ご不明点などがございましたらご遠慮なくお知らせください。　MH
Customer: は？
あのー、amazonからシリアルATA3ケーブル頼んだんだけどこれは詐欺ですか？
届いたのは、シリアルATAケーブル2でしかも、悪どいことに3Gbps対応の上から6Gbps対応のシールを貼るというあからさまな詐欺
こっちが素人だとでも思ってるのか？在庫処分のためにやったのか？
これは酷すぎる [URL]","[USER_ID] 異なる商品をお届けし、ご迷惑をおかけしております。返品を承らせていただきます。お手数ですが、こちらのヘルプページをご参照下さい。 [URL] EK
[USER_ID] さようでございましたか。お手数ならびにご迷惑をおかけし、誠に申し訳ございません。
その他ご不明点などがございましたらご遠慮なくお知らせください。　MH",Provided support link. Provided support guidance.,general_inquiry,weak,4
C034502,231582,"@AmazonHelp [USER_ID] Where and how to check  who is winning the contest...?
#EverythingIndiaQuiz [USER_ID].in sooooo u won't be updating the results Hmm den its better no to promote a false Promotions this is so cheap","AmazonHelp: [USER_ID] May I know which contest winners you would want to know? We will assist you. ^HR
Customer: @AmazonHelp [USER_ID] Where and how to check  who is winning the contest...?
AmazonHelp: [USER_ID] The results will be announced on our social platforms. Kindly stay tuned. ^SG
Customer: #EverythingIndiaQuiz [USER_ID].in sooooo u won't be updating the results Hmm den its better no to promote a false Promotions this is so cheap","[USER_ID] May I know which contest winners you would want to know? We will assist you. ^HR
[USER_ID] The results will be announced on our social platforms. Kindly stay tuned. ^SG",Provided support guidance.,promotion,weak,4
C026367,1937630,"@AmazonHelp こちらこそ良いものをありがとうございます！
Amazon優秀w [URL]","AmazonHelp: [USER_ID] またのご利用をお待ちしております🙇‍♂️✨
ドライブ、お楽しみください～☺　MH
Customer: @AmazonHelp こちらこそ良いものをありがとうございます！
AmazonHelp: [USER_ID] Amazonをご利用いただきありがとうございます！
（´ω`*）.｡oO(シボレーカマロですか・・・・すごい・・・！✨✨)　MH
Customer: Amazon優秀w [URL]","[USER_ID] またのご利用をお待ちしております🙇‍♂️✨
ドライブ、お楽しみください～☺　MH
[USER_ID] Amazonをご利用いただきありがとうございます！
（´ω`*）.｡oO(シボレーカマロですか・・・・すごい・・・！✨✨)　MH",Provided support guidance.,general_inquiry,weak,4
C033852,2301634,"@AmazonHelp Hi MJ, I spoke with a customer service rep and I got my shipping updated. Thank you kindly !
@AmazonHelp Hello, I paid for 2 day shipping on Friday, and was initially informed my package would arrive on Monday. However, my shipping got pushed backed to Wednesday. Please help, as this is not the reason I paid extra for 2 day shipping.","AmazonHelp: [USER_ID] I apologize for any delays in your delivery. Since we do not have access to customer accounts on Twitter, I can't check into the situation directly.  Did you receive any e-mail notifications of a change in the delivery estimate? ^MJ
Customer: @AmazonHelp Hi MJ, I spoke with a customer service rep and I got my shipping updated. Thank you kindly !
AmazonHelp: [USER_ID] No problem! 😁 ^JZ
Customer: @AmazonHelp Hello, I paid for 2 day shipping on Friday, and was initially informed my package would arrive on Monday. However, my shipping got pushed backed to Wednesday. Please help, as this is not the reason I paid extra for 2 day shipping.","[USER_ID] I apologize for any delays in your delivery. Since we do not have access to customer accounts on Twitter, I can't check into the situation directly.  Did you receive any e-mail notifications of a change in the delivery estimate? ^MJ
[USER_ID] No problem! 😁 ^JZ",Acknowledged the issue and apologized. Provided support guidance.,general_inquiry,strong,4
C037149,2391246,"@AmazonHelp Il s'agit de Taxipost (Bpost Belgique)
@AmazonHelp Bonjour, j'ai un problème avec une livraison qui devait arriver aujourd'hui mais qui vient d'être renvoyée à l'expéditeur car l'adresse était incomplète... Pouvez-vous m'aider ?","AmazonHelp: [USER_ID] Bonjour, désolée pour cela. Quel est le transporteur ayant pris en charge la livraison de votre colis s'il vous plaît? ^FA
Customer: @AmazonHelp Il s'agit de Taxipost (Bpost Belgique)
AmazonHelp: [USER_ID] Avez-vous signalé cela à notre service?
^YL
Customer: @AmazonHelp Bonjour, j'ai un problème avec une livraison qui devait arriver aujourd'hui mais qui vient d'être renvoyée à l'expéditeur car l'adresse était incomplète... Pouvez-vous m'aider ?","[USER_ID] Bonjour, désolée pour cela. Quel est le transporteur ayant pris en charge la livraison de votre colis s'il vous plaît? ^FA
[USER_ID] Avez-vous signalé cela à notre service?
^YL",Provided support guidance.,general_inquiry,weak,4
C054388,2897585,"@AmazonHelp Hello thanks for the reply. What’s your customer service phone number?
Very uncool of [USER_ID] to charge me 80$ without letting me know, when i signed up for my FREE trail, you thieves","AmazonHelp: [USER_ID] We may be reached via phone or chat here: [URL] ^RO
Customer: @AmazonHelp Hello thanks for the reply. What’s your customer service phone number?
AmazonHelp: [USER_ID] Sorry about the unexpected charge to your account, Carla! If you take a look here: [URL] you will see ways to cancel if you would like. Let us know if we can help in any way! ^FR
Customer: Very uncool of [USER_ID] to charge me 80$ without letting me know, when i signed up for my FREE trail, you thieves","[USER_ID] We may be reached via phone or chat here: [URL] ^RO
[USER_ID] Sorry about the unexpected charge to your account, Carla! If you take a look here: [URL] you will see ways to cancel if you would like. Let us know if we can help in any way! ^FR",Provided support link. Acknowledged the issue and apologized.,general_inquiry,strong,4
C072671,701425,"[USER_ID] is only ecommercesite which in india which not returnng mony from [USER_ID]  to customr bank a/c
Very unsafe wallet to keep money","AmazonHelp: [USER_ID] We have responded to this query here: [URL]. Kindly check. ^RI
Customer: [USER_ID] is only ecommercesite which in india which not returnng mony from [USER_ID]  to customr bank a/c
Very unsafe wallet to keep money",[USER_ID] We have responded to this query here: [URL]. Kindly check. ^RI,Provided support link.,return_item,weak,2
